"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","_setTime_","_parseTime_","_duration_","comment","__ATR Length","__Supertrend Factor","__ATR Buffer Multiplier","__Fixed Hard Stop Distance (points)","__Use UTC Time (off=Exchange Time)","__Inputs in status line"
5768.5,0.57,15673.5,1.57,12437,1.24,3236.5,0.32,44324.5,4.43,27921,2.79,16403.5,1.64,28651,2.87,15484,1.55,13167,1.32,0,0,0,221709.67,22.17,23937,2.34,7699.5,0.76,1,1,1,58,32,26,1,1,0,19,11,8,39,21,18,32.76,34.38,30.77,270.23,0.26,388.66,0.4,124.48,0.1,2332.87,2.24,2538.27,2.48,2050.44,1.9,734.64,0.7,737.33,0.69,731.5,0.7,3.176,3.443,2.803,6534,6534,4811,6.78,6.78,4.43,1610.5,1610.5,1322,1.53,1.53,1.27,90,92,88,175,172,178,49,50,48,0.139,0.344,1.547,1.803,1.246,0,0,0,2.8,3.6,7.4,"Changed ""Supertrend Factor"": 6 => 7.1.",18,7.1,4,398,true,true
5850.5,0.59,-16649,-1.66,-4302.5,-0.43,-12346.5,-1.23,24591.5,2.46,13475.5,1.35,11116,1.11,41240.5,4.12,17778,1.78,23462.5,2.35,0,0,0,222854.14,22.29,8916,0.9,21531,2.15,1,1,1,73,35,38,1,1,0,17,10,7,56,25,31,23.29,28.57,18.42,-228.07,-0.21,-122.93,-0.11,-324.91,-0.31,1446.56,1.4,1347.55,1.3,1588,1.53,736.44,0.7,711.12,0.67,756.85,0.73,1.964,1.895,2.098,4342,4342,2853,4.38,4.38,2.75,1695.5,1695.5,1445.5,1.61,1.61,1.33,64,70,59,155,158,151,37,34,39,-0.145,-0.216,0.596,0.758,0.474,0,0,0,8.6,3.5,13.1,"Changed all parameters randomly.",16,5.6,3,398,true,true
5869,0.6,-14154.5,-1.42,-3728,-0.37,-10426.5,-1.04,26072.5,2.61,13312.5,1.33,12760,1.28,40227,4.02,17040.5,1.7,23186.5,2.32,0,0,0,223048.26,22.3,8916,0.9,18867,1.88,1,1,1,74,35,39,1,1,0,18,10,8,56,25,31,24.32,28.57,20.51,-191.28,-0.18,-106.51,-0.09,-267.35,-0.26,1448.47,1.39,1331.25,1.29,1595,1.53,718.34,0.69,681.62,0.65,747.95,0.72,2.016,1.953,2.132,4298.5,4298.5,2853,4.33,4.33,2.75,1695.5,1695.5,1445.5,1.61,1.61,1.33,65,70,59,157,158,156,35,35,34,-0.121,-0.183,0.648,0.781,0.55,0,0,0,2.9,3.6,7.5,"Changed ""ATR Length"": 16 => 18.",18,5.6,3,398,true,true
5732.5,0.57,5698.5,0.57,8434,0.84,-2735.5,-0.27,33823,3.38,22352,2.24,11471,1.15,28124.5,2.81,13918,1.39,14206.5,1.42,0,0,0,220820.48,22.08,15631.5,1.54,7422.5,0.74,1,1,1,58,31,27,1,1,0,17,11,6,41,20,21,29.31,35.48,22.22,98.25,0.1,272.06,0.28,-101.31,-0.1,1989.59,1.91,2032,1.97,1911.83,1.8,685.96,0.65,695.9,0.65,676.5,0.65,2.9,2.92,2.826,6340.5,6340.5,4412,6.3,6.3,4.08,1468,1468,1388.5,1.4,1.4,1.32,78,87,67,170,164,182,39,45,34,0.068,0.156,1.203,1.606,0.807,0,0,0,4.6,3.6,9,"Changed ""Supertrend Factor"": 5.6 => 6.6.",18,6.6,3,398,true,true
5661,0.58,-19102.5,-1.91,-6458,-0.65,-12644.5,-1.26,32461,3.25,15780,1.58,16681,1.67,51563.5,5.16,22238,2.22,29325.5,2.93,0,0,0,227639.75,22.76,10675.5,1.08,26494,2.64,1,1,1,76,36,40,1,1,0,23,11,12,53,25,28,30.26,30.56,30,-251.35,-0.24,-179.39,-0.15,-316.11,-0.31,1411.35,1.36,1434.55,1.4,1390.08,1.32,972.9,0.93,889.52,0.84,1047.34,1.01,1.451,1.613,1.327,4649.5,4649.5,3329.5,4.7,4.7,3.11,3161.5,2293,3161.5,2.95,2.16,2.95,84,90,79,152,146,158,55,66,45,-0.155,-0.213,0.63,0.71,0.569,0,0,0,8.7,3.4,12.8,"Changed all parameters randomly.",15,5.8,5,398,true,true
5220,0.53,-13529,-1.35,944,0.09,-14473,-1.45,36047,3.6,21992.5,2.2,14054.5,1.41,49576,4.96,21048.5,2.1,28527.5,2.85,0,0,0,229576.16,22.96,9739.5,0.98,22268.5,2.22,1,1,1,88,42,46,1,1,0,28,15,13,60,27,33,31.82,35.71,28.26,-153.74,-0.14,22.48,0.04,-314.63,-0.3,1287.39,1.25,1466.17,1.44,1081.12,1.03,826.27,0.79,779.57,0.74,864.47,0.83,1.558,1.881,1.251,5742,5742,3329.5,5.87,5.87,3.11,3154.5,1782,3154.5,2.96,1.73,2.96,75,79,72,129,125,134,50,53,47,-0.11,-0.171,0.727,1.045,0.493,0,0,0,5.8,3.6,10.3,"Changed all parameters randomly.",17,5,5,398,true,true
7892,0.77,22555.5,2.26,16987.5,1.7,5568,0.56,32202.5,3.22,21424.5,2.14,10778,1.08,9647,0.96,4437,0.44,5210,0.52,0,0,0,218108.27,21.81,32433,3.14,2656,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,537.04,0.53,772.16,0.78,278.4,0.25,2683.54,2.61,3060.64,3.05,2155.6,2,321.57,0.31,295.8,0.28,347.33,0.34,8.345,10.347,6.206,6622.5,6622.5,4811,6.88,6.88,4.43,600.5,412,600.5,0.62,0.39,0.62,61,60,63,143,129,163,29,28,29,0.212,1.247,3.338,4.829,2.069,0,0,0,8.2,3.6,12.7,"Changed ""Fixed Hard Stop Distance (points)"": 398 => 398.",16,6.9,1.5,398,true,true
4848,0.5,-23728,-2.37,-4879,-0.49,-18849,-1.88,43725,4.37,25889,2.59,17836,1.78,67453,6.75,30768,3.08,36685,3.67,0,0,0,229950.72,23,8821,0.87,31378.5,3.12,1,1,1,119,59,60,1,1,0,35,20,15,84,39,45,29.41,33.9,25,-199.39,-0.18,-82.69,-0.06,-314.15,-0.3,1249.29,1.21,1294.45,1.27,1189.07,1.13,803.01,0.76,788.92,0.74,815.22,0.78,1.556,1.641,1.459,4795.5,4795.5,3746.5,4.9,4.9,3.48,2782,1857.5,2782,2.61,1.73,2.61,56,59,53,102,101,103,37,37,37,-0.175,-0.23,0.648,0.841,0.486,0,0,0,8.6,3.4,12.8,"Changed all parameters randomly.",17,4.1,5,398,true,true
5220.5,0.53,-23362.5,-2.34,-6601.5,-0.66,-16761,-1.68,42899,4.29,24991,2.5,17908,1.79,66261.5,6.63,31592.5,3.16,34669,3.47,0,0,0,229620.36,22.96,8509,0.85,30290.5,3.01,1,1,1,119,59,60,1,1,0,35,20,15,84,39,45,29.41,33.9,25,-196.32,-0.18,-111.89,-0.09,-279.35,-0.27,1225.69,1.19,1249.55,1.22,1193.87,1.14,788.83,0.75,810.06,0.76,770.42,0.74,1.554,1.543,1.55,4795.5,4795.5,3329.5,4.9,4.9,3.11,2530.5,1951,2530.5,2.37,1.83,2.37,55,58,52,101,100,102,36,36,36,-0.17,-0.225,0.647,0.791,0.517,0,0,0,4.3,3.5,8.8,"Changed ""ATR Buffer Multiplier"": 5 => 4.",17,4.1,4,398,true,true
5183.5,0.53,-27571,-2.76,-8792,-0.88,-18779,-1.88,29490,2.95,15098,1.51,14392,1.44,57061,5.71,23890,2.39,33171,3.32,0,0,0,225389.96,22.54,7668.5,0.76,32965,3.28,1,1,1,89,43,46,1,1,0,25,14,11,64,29,35,28.09,32.56,23.91,-309.79,-0.29,-204.47,-0.18,-408.24,-0.4,1179.6,1.14,1078.43,1.06,1308.36,1.24,891.58,0.85,823.79,0.78,947.74,0.91,1.323,1.309,1.381,4854.5,4854.5,3748.5,4.92,4.92,3.48,2098,1945.5,2098,2.02,1.83,2.02,67,70,65,132,128,137,42,41,42,-0.25,-0.328,0.517,0.632,0.434,0,0,0,3.2,3.5,7.5,"Changed ""Supertrend Factor"": 4.1 => 5.2.",17,5.2,4,398,true,true
5794.5,0.59,-20361.5,-2.04,-6164.5,-0.62,-14197,-1.42,27672,2.77,14587,1.46,13085,1.31,48033.5,4.8,20751.5,2.08,27282,2.73,0,0,0,222266.52,22.23,8335,0.84,26848.5,2.67,1,1,1,88,42,46,1,1,0,20,11,9,68,31,37,22.73,26.19,19.57,-231.38,-0.22,-146.77,-0.13,-308.63,-0.3,1383.6,1.34,1326.09,1.3,1453.89,1.39,706.38,0.67,669.4,0.63,737.35,0.71,1.959,1.981,1.972,4294.5,4294.5,3748.5,4.33,4.33,3.48,1680,1680,1647.5,1.52,1.52,1.52,57,57,57,135,132,139,34,30,37,-0.184,-0.265,0.576,0.703,0.48,0,0,0,3,3.3,7.1,"Changed ""ATR Buffer Multiplier"": 4 => 3.",17,5.2,3,398,true,true
5492,0.56,-19940.5,-1.99,-4675,-0.47,-15265.5,-1.53,28195.5,2.82,14986.5,1.5,13209,1.32,48136,4.81,19661.5,1.97,28474.5,2.85,0,0,0,222187.82,22.22,8028.5,0.81,26579,2.65,1,1,1,87,41,46,1,1,0,21,12,9,66,29,37,24.14,29.27,19.57,-229.2,-0.21,-114.02,-0.09,-331.86,-0.32,1342.64,1.3,1248.88,1.22,1467.67,1.4,729.33,0.69,677.98,0.64,769.58,0.74,1.841,1.842,1.907,4294.5,4294.5,3748.5,4.33,4.33,3.48,1727,1727,1647.5,1.56,1.56,1.52,57,57,57,134,132,135,32,25,38,-0.181,-0.254,0.586,0.762,0.464,0,0,0,3.2,3.6,8.7,"Changed ""ATR Length"": 17 => 19.",19,5.2,3,398,true,true
5412,0.55,-21580,-2.16,-6488,-0.65,-15092,-1.51,27696,2.77,14601.5,1.46,13094.5,1.31,49276,4.93,21089.5,2.11,28186.5,2.82,0,0,0,221348.36,22.13,7973.5,0.81,28380,2.82,1,1,1,88,42,46,1,1,0,21,12,9,67,30,37,23.86,28.57,19.57,-245.23,-0.23,-154.48,-0.13,-328.09,-0.32,1318.86,1.27,1216.79,1.19,1454.94,1.39,735.46,0.7,702.98,0.66,761.8,0.73,1.793,1.731,1.91,4294.5,4294.5,3748.5,4.33,4.33,3.48,1680,1680,1647.5,1.52,1.52,1.52,57,57,57,137,136,139,32,26,37,-0.199,-0.276,0.562,0.692,0.465,0,0,0,2.9,3.4,7.1,"Changed ""ATR Length"": 19 => 18.",18,5.2,3,398,true,true
5443,0.56,-19940.5,-1.99,-4675,-0.47,-15265.5,-1.53,28195.5,2.82,14986.5,1.5,13209,1.32,48136,4.81,19661.5,1.97,28474.5,2.85,0,0,0,221673.65,22.17,8028.5,0.81,26579,2.65,1,1,1,87,41,46,1,1,0,21,12,9,66,29,37,24.14,29.27,19.57,-229.2,-0.21,-114.02,-0.09,-331.86,-0.32,1342.64,1.3,1248.88,1.22,1467.67,1.4,729.33,0.69,677.98,0.64,769.58,0.74,1.841,1.842,1.907,4294.5,4294.5,3748.5,4.33,4.33,3.48,1727,1727,1647.5,1.56,1.56,1.52,57,57,57,134,132,135,32,25,38,-0.182,-0.255,0.586,0.762,0.464,0,0,0,3,4,7.7,"Changed ""ATR Length"": 18 => 19.",19,5.2,3,398,true,true
5517.5,0.56,-13214,-1.32,-1718,-0.17,-11496,-1.15,34957.5,3.5,20402.5,2.04,14555,1.46,48171.5,4.82,22120.5,2.21,26051,2.61,0,0,0,226128.08,22.61,10290,1.04,20130.5,2.01,1,1,1,73,37,36,1,1,0,22,11,11,51,26,25,30.14,29.73,30.56,-181.01,-0.17,-46.43,-0.03,-319.33,-0.32,1588.98,1.52,1854.77,1.8,1323.18,1.25,944.54,0.9,850.79,0.8,1042.04,1.01,1.682,2.18,1.27,5049.5,5049.5,3329.5,4.92,4.92,3.11,2293,2293,2282,2.27,2.16,2.27,87,89,84,162,170,155,54,55,53,-0.1,-0.154,0.726,0.922,0.559,0,0,0,8.3,3.5,12.8,"Changed all parameters randomly.",15,6,5,398,true,true
5526,0.56,-10123.5,-1.01,1233,0.12,-11356.5,-1.14,39093,3.91,22162,2.22,16931,1.69,49216.5,4.92,20929,2.09,28287.5,2.83,0,0,0,224353.91,22.44,17972.5,1.8,25103,2.5,1,1,1,73,36,37,1,1,0,23,11,12,50,25,25,31.51,30.56,32.43,-138.68,-0.13,34.25,0.06,-306.93,-0.3,1699.7,1.65,2014.73,1.98,1410.92,1.34,984.33,0.94,837.16,0.79,1131.5,1.09,1.727,2.407,1.247,6340.5,6340.5,3329.5,6.3,6.3,3.11,2472.5,2293,2472.5,2.43,2.16,2.43,88,95,81,163,169,157,53,62,45,-0.069,-0.111,0.794,1.059,0.599,0,0,0,2.8,3.5,7.4,"Changed ""ATR Length"": 15 => 20.",20,6,5,398,true,true
5554,0.56,-15367,-1.54,-3669.5,-0.37,-11697.5,-1.17,34653.5,3.47,17433,1.74,17220.5,1.72,50020.5,5,21102.5,2.11,28918,2.89,0,0,0,226512.58,22.65,11575.5,1.17,23805,2.37,1,1,1,74,36,38,1,1,0,23,11,12,51,25,26,31.08,30.56,31.58,-207.66,-0.2,-101.93,-0.08,-307.83,-0.3,1506.67,1.45,1584.82,1.54,1435.04,1.36,980.79,0.94,844.1,0.8,1112.23,1.08,1.536,1.878,1.29,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,2293,2429.5,2.27,2.16,2.27,86,94,79,164,172,156,51,59,44,-0.127,-0.184,0.693,0.826,0.595,0,0,0,3,3.5,7.2,"Changed ""ATR Length"": 20 => 19.",19,6,5,398,true,true
5545,0.56,-15132,-1.51,-2196,-0.22,-12936,-1.29,32862,3.29,17947.5,1.79,14914.5,1.49,47994,4.8,20143.5,2.01,27850.5,2.79,0,0,0,224553.76,22.46,11799,1.19,23780.5,2.37,1,1,1,73,36,37,1,1,0,21,12,9,52,24,28,28.77,33.33,24.32,-207.29,-0.2,-61,-0.05,-349.62,-0.34,1564.86,1.5,1495.63,1.45,1657.17,1.58,922.96,0.88,839.31,0.79,994.66,0.96,1.695,1.782,1.666,4294.5,4294.5,3748.5,4.33,4.33,3.48,1797.5,1695.5,1797.5,1.75,1.61,1.75,77,83,72,152,144,162,47,52,43,-0.127,-0.187,0.685,0.891,0.536,0,0,0,3,3.5,7.2,"Changed ""ATR Buffer Multiplier"": 5 => 4.",19,6,4,398,true,true
5126,0.52,-22744.5,-2.27,-5580,-0.56,-17164.5,-1.72,34460,3.45,19016,1.9,15444,1.54,57204.5,5.72,24596,2.46,32608.5,3.26,0,0,0,226649.53,22.66,8352.5,0.83,29865.5,2.97,1,1,1,98,48,50,1,1,0,27,14,13,71,34,37,27.55,29.17,26,-232.09,-0.22,-116.25,-0.09,-343.29,-0.33,1276.3,1.24,1358.29,1.34,1188,1.13,805.7,0.77,723.41,0.68,881.31,0.85,1.584,1.878,1.348,5785.5,5785.5,3329.5,5.92,5.92,3.11,2429.5,1945.5,2429.5,2.26,1.83,2.26,64,65,62,121,110,132,42,46,38,-0.192,-0.261,0.602,0.773,0.474,0,0,0,2.9,3.8,7.8,"Changed ""Supertrend Factor"": 6 => 4.8.",19,4.8,4,398,true,true
7572.5,0.75,7436,0.74,10881.5,1.09,-3445.5,-0.34,37896,3.79,27133,2.71,10763,1.08,30460,3.05,16251.5,1.63,14208.5,1.42,0,0,0,219621.25,21.96,18041,1.78,8494.5,0.84,1,1,1,51,28,23,1,1,0,16,10,6,35,18,17,31.37,35.71,26.09,145.8,0.15,388.63,0.41,-149.8,-0.16,2368.5,2.29,2713.3,2.67,1793.83,1.66,870.29,0.83,902.86,0.85,835.79,0.81,2.722,3.005,2.146,6423.5,6423.5,4412,6.66,6.66,4.08,1971,1971,1400,1.88,1.88,1.35,90,105,71,178,180,175,49,63,35,0.081,0.197,1.244,1.67,0.758,0,0,0,3.2,3.5,7.5,"Changed ""Supertrend Factor"": 4.8 => 7.9.",19,7.9,4,398,true,true
7546.5,0.75,8524,0.85,10816.5,1.08,-2292.5,-0.23,39270.5,3.93,27088,2.71,12182.5,1.22,30746.5,3.07,16271.5,1.63,14475,1.45,0,0,0,219348.94,21.93,19129,1.88,8599.5,0.85,1,1,1,51,28,23,1,1,0,16,10,6,35,18,17,31.37,35.71,26.09,167.14,0.17,386.3,0.4,-99.67,-0.11,2454.41,2.37,2708.8,2.66,2030.42,1.89,878.47,0.84,903.97,0.85,851.47,0.82,2.794,2.997,2.385,6423.5,6423.5,4412,6.66,6.66,4.08,1971,1971,1491.5,1.88,1.88,1.42,91,105,74,182,180,185,49,63,35,0.087,0.191,1.277,1.665,0.842,0,0,0,3.2,3.5,7.7,"Changed ""ATR Length"": 19 => 18.",18,7.9,4,398,true,true
7585,0.75,7939.5,0.79,10913.5,1.09,-2974,-0.3,38024.5,3.8,27261.5,2.73,10763,1.08,30085,3.01,16348,1.63,13737,1.37,0,0,0,217037.12,21.7,18363,1.81,8431,0.84,1,1,1,51,28,23,1,1,0,16,10,6,35,18,17,31.37,35.71,26.09,155.68,0.16,389.77,0.41,-129.3,-0.14,2376.53,2.3,2726.15,2.68,1793.83,1.66,859.57,0.82,908.22,0.85,808.06,0.78,2.765,3.002,2.22,6423.5,6423.5,4412,6.66,6.66,4.08,2063,2063,1400,1.96,1.96,1.35,89,105,71,178,180,175,49,63,35,0.085,0.205,1.264,1.668,0.784,0,0,0,2.9,3.5,7.2,"Changed ""ATR Length"": 18 => 20.",20,7.9,4,398,true,true
7595,0.76,3924.5,0.39,6859.5,0.69,-2935,-0.29,34054,3.41,22203.5,2.22,11850.5,1.19,30129.5,3.01,15344,1.53,14785.5,1.48,0,0,0,219856.91,21.99,15155,1.5,10057,1,1,1,1,50,27,23,1,1,0,16,10,6,34,17,17,32,37.04,26.09,78.49,0.08,254.06,0.27,-127.61,-0.14,2128.38,2.06,2220.35,2.19,1975.08,1.84,886.16,0.84,902.59,0.85,869.74,0.84,2.402,2.46,2.271,6144.5,6144.5,4412,6.35,6.35,4.08,1868.5,1868.5,1479,1.79,1.79,1.42,93,105,78,175,169,186,54,67,40,0.058,0.136,1.13,1.447,0.801,0,0,0,3,3.5,7.4,"Changed ""ATR Length"": 20 => 15.",15,7.9,4,398,true,true
5671.5,0.56,4932,0.49,9345.5,0.93,-4413.5,-0.44,38648,3.86,25818,2.58,12830,1.28,33716,3.37,16472.5,1.65,17243.5,1.72,0,0,0,222098.63,22.21,16201.5,1.6,9720,0.97,1,1,1,60,32,28,1,1,0,21,12,9,39,20,19,35,37.5,32.14,82.2,0.09,292.05,0.3,-157.62,-0.16,1840.38,1.78,2151.5,2.1,1425.56,1.35,864.51,0.82,823.63,0.77,907.55,0.87,2.129,2.612,1.571,6340.5,6340.5,2577,6.3,6.3,2.4,1865,1865,1649,1.77,1.77,1.61,88,93,82,165,171,157,46,46,47,0.056,0.111,1.146,1.567,0.744,0,0,0,3.3,3.3,7.4,"Changed ""Supertrend Factor"": 7.9 => 6.6.",15,6.6,4,398,true,true
5493.5,0.56,-21481,-2.15,-7973,-0.8,-13508,-1.35,28618.5,2.86,13499.5,1.35,15119,1.51,50099.5,5.01,21472.5,2.15,28627,2.86,0,0,0,225121.74,22.51,8613,0.87,27851.5,2.77,1,1,1,81,38,43,1,1,0,23,13,10,58,25,33,28.4,34.21,23.26,-265.2,-0.25,-209.82,-0.18,-314.14,-0.31,1244.28,1.2,1038.42,1.02,1511.9,1.44,863.78,0.82,858.9,0.81,867.48,0.83,1.441,1.209,1.743,4097.5,4097.5,3748.5,4.12,4.12,3.48,1803,1695.5,1803,1.79,1.61,1.79,72,76,69,139,132,149,46,47,44,-0.185,-0.254,0.571,0.629,0.528,0,0,0,5.6,3.5,9.8,"Changed all parameters randomly.",14,5.4,4,398,true,true
5157,0.53,-19724,-1.97,-3553.5,-0.36,-16170.5,-1.62,43567,4.36,26104,2.61,17463,1.75,63291,6.33,29657.5,2.97,33633.5,3.36,0,0,0,229034.66,22.9,8379,0.83,26515.5,2.64,1,1,1,119,59,60,1,1,0,38,22,16,81,37,44,31.93,37.29,26.67,-165.75,-0.15,-60.23,-0.04,-269.51,-0.26,1146.5,1.11,1186.55,1.16,1091.44,1.04,781.37,0.74,801.55,0.75,764.4,0.73,1.467,1.48,1.428,4795.5,4795.5,3329.5,4.9,4.9,3.11,2782,1857.5,2782,2.61,1.73,2.61,55,58,53,94,95,94,37,36,38,-0.144,-0.194,0.688,0.88,0.519,0,0,0,3.3,3.5,7.6,"Changed ""Supertrend Factor"": 5.4 => 4.",14,4,4,398,true,true
5158,0.53,-20769.5,-2.08,-3967,-0.4,-16802.5,-1.68,36029.5,3.6,20180.5,2.02,15849,1.58,56799,5.68,24147.5,2.41,32651.5,3.27,0,0,0,226986.62,22.7,8358.5,0.83,27699.5,2.75,1,1,1,117,57,60,1,1,0,32,19,13,85,38,47,27.35,33.33,21.67,-177.52,-0.16,-69.6,-0.06,-280.04,-0.27,1125.92,1.09,1062.13,1.03,1219.15,1.16,668.22,0.64,635.46,0.6,694.71,0.66,1.685,1.671,1.755,3703,3703,3329.5,3.74,3.74,3.11,2057,1526.5,2057,1.92,1.44,1.92,50,52,48,96,96,97,33,31,34,-0.183,-0.248,0.634,0.836,0.485,0,0,0,3.7,4.8,9.4,"Changed ""ATR Buffer Multiplier"": 4 => 3.",14,4,3,398,true,true
5787.5,0.59,-17753,-1.78,-4211.5,-0.42,-13541.5,-1.35,27389,2.74,14298,1.43,13091,1.31,45142,4.51,18509.5,1.85,26632.5,2.66,0,0,0,222193.07,22.22,7586.5,0.76,23355,2.32,1,1,1,82,39,43,1,1,0,20,11,9,62,28,34,24.39,28.21,20.93,-216.5,-0.2,-107.99,-0.09,-314.92,-0.3,1369.45,1.32,1299.82,1.27,1454.56,1.39,728.1,0.69,661.05,0.62,783.31,0.75,1.881,1.966,1.857,4294.5,4294.5,3748.5,4.33,4.33,3.48,1727,1727,1647.5,1.56,1.56,1.52,60,60,61,138,140,135,35,28,41,-0.159,-0.231,0.607,0.772,0.492,0,0,0,7,3.3,11.1,"Changed all parameters randomly.",20,5.3,3,398,true,true
5766.5,0.59,-16785.5,-1.68,-4777,-0.48,-12008.5,-1.2,30292,3.03,15022.5,1.5,15269.5,1.53,47077.5,4.71,19799.5,1.98,27278,2.73,0,0,0,221972.71,22.2,10038,1.01,24930.5,2.48,1,1,1,85,40,45,1,1,0,18,10,8,67,30,37,21.18,25,17.78,-197.48,-0.18,-119.42,-0.1,-266.86,-0.26,1682.89,1.63,1502.25,1.47,1908.69,1.82,702.65,0.67,659.98,0.62,737.24,0.71,2.395,2.276,2.589,4294.5,4294.5,3748.5,4.33,4.33,3.48,1695.5,1695.5,1582,1.61,1.61,1.56,58,61,56,150,143,160,34,34,33,-0.138,-0.206,0.643,0.759,0.56,0,0,0,3,4,7.6,"Changed ""ATR Length"": 20 => 14.",14,5.3,3,398,true,true
5676,0.57,2318.5,0.23,3750,0.38,-1431.5,-0.14,29260.5,2.93,16501.5,1.65,12759,1.28,26942,2.69,12751.5,1.28,14190.5,1.42,0,0,0,219563.65,21.96,13753,1.36,12046.5,1.19,1,1,1,57,29,28,1,1,0,16,9,7,41,20,21,28.07,31.03,25,40.68,0.04,129.31,0.14,-51.12,-0.06,1828.78,1.76,1833.5,1.79,1822.71,1.71,657.12,0.63,637.58,0.6,675.74,0.65,2.783,2.876,2.697,5740.5,5740.5,4811,5.46,5.46,4.43,1582,1287.5,1582,1.56,1.17,1.56,77,84,70,170,163,180,40,48,33,0.041,0.097,1.086,1.294,0.899,0,0,0,3.2,3.5,7.6,"Changed ""Supertrend Factor"": 5.3 => 6.7.",14,6.7,3,398,true,true
5754,0.59,-16785.5,-1.68,-4777,-0.48,-12008.5,-1.2,30292,3.03,15022.5,1.5,15269.5,1.53,47077.5,4.71,19799.5,1.98,27278,2.73,0,0,0,221841.54,22.18,10038,1.01,24930.5,2.48,1,1,1,85,40,45,1,1,0,18,10,8,67,30,37,21.18,25,17.78,-197.48,-0.18,-119.42,-0.1,-266.86,-0.26,1682.89,1.63,1502.25,1.47,1908.69,1.82,702.65,0.67,659.98,0.62,737.24,0.71,2.395,2.276,2.589,4294.5,4294.5,3748.5,4.33,4.33,3.48,1695.5,1695.5,1582,1.61,1.61,1.56,58,61,56,150,143,160,34,34,33,-0.138,-0.206,0.643,0.759,0.56,0,0,0,3,4.1,7.8,"Changed ""Supertrend Factor"": 6.7 => 5.3.",14,5.3,3,398,true,true
5677,0.57,2318.5,0.23,3750,0.38,-1431.5,-0.14,29260.5,2.93,16501.5,1.65,12759,1.28,26942,2.69,12751.5,1.28,14190.5,1.42,0,0,0,219574.12,21.96,13753,1.36,12046.5,1.19,1,1,1,57,29,28,1,1,0,16,9,7,41,20,21,28.07,31.03,25,40.68,0.04,129.31,0.14,-51.12,-0.06,1828.78,1.76,1833.5,1.79,1822.71,1.71,657.12,0.63,637.58,0.6,675.74,0.65,2.783,2.876,2.697,5740.5,5740.5,4811,5.46,5.46,4.43,1582,1287.5,1582,1.56,1.17,1.56,77,84,70,170,163,180,40,48,33,0.041,0.097,1.086,1.294,0.899,0,0,0,2.9,4.1,7.8,"Changed ""Supertrend Factor"": 5.3 => 6.7.",14,6.7,3,398,true,true
7780,0.76,22555.5,2.26,16987.5,1.7,5568,0.56,32202.5,3.22,21424.5,2.14,10778,1.08,9647,0.96,4437,0.44,5210,0.52,0,0,0,216937.84,21.69,32433,3.14,2656,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,537.04,0.53,772.16,0.78,278.4,0.25,2683.54,2.61,3060.64,3.05,2155.6,2,321.57,0.31,295.8,0.28,347.33,0.34,8.345,10.347,6.206,6622.5,6622.5,4811,6.88,6.88,4.43,600.5,412,600.5,0.62,0.39,0.62,61,60,63,143,129,163,29,28,29,0.212,1.242,3.338,4.829,2.069,0,0,0,10.2,3.4,14.4,"Changed ""Fixed Hard Stop Distance (points)"": 398 => 398.",16,6.9,1.5,398,true,true
