"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","_setTime_","_parseTime_","_duration_","comment","__ATR Length","__Supertrend Factor","__ATR Buffer Multiplier","__Fixed Hard Stop Distance (points)","__Use UTC Time (off=Exchange Time)","__Inputs in status line"
5855,0.58,10637,1.06,11401,1.14,-764,-0.08,41433.5,4.14,27691.5,2.77,13742,1.37,30796.5,3.08,16290.5,1.63,14506,1.45,0,0,0,221438.43,22.14,19371,1.9,8482,0.84,1,1,1,58,32,26,1,1,0,18,11,7,40,21,19,31.03,34.38,26.92,183.4,0.18,356.28,0.37,-29.38,-0.05,2301.86,2.22,2517.41,2.46,1963.14,1.82,769.91,0.73,775.74,0.73,763.47,0.74,2.99,3.245,2.571,6534,6534,4811,6.78,6.78,4.43,1797.5,1797.5,1388.5,1.71,1.71,1.32,87,90,83,172,173,171,49,47,51,0.099,0.231,1.345,1.7,0.947,0,0,0,5.4,3.5,9.7,"Changed all parameters randomly.",16,7.3,4,398,true,true
7941.5,0.78,18063.5,1.81,17124.5,1.71,939,0.09,27162,2.72,21195,2.12,5967,0.6,9098.5,0.91,4070.5,0.41,5028,0.5,0,0,0,218625.56,21.86,27941,2.72,2536.5,0.25,1,1,1,40,21,19,1,1,0,11,7,4,29,14,15,27.5,33.33,21.05,451.59,0.45,815.45,0.82,49.42,0.04,2469.27,2.42,3027.86,3.01,1491.75,1.39,313.74,0.3,290.75,0.27,335.2,0.32,7.87,10.414,4.45,6622.5,6622.5,2928,6.88,6.88,2.72,600.5,450,600.5,0.62,0.42,0.62,60,63,56,139,129,156,30,31,29,0.183,1.075,2.985,5.207,1.187,0,0,0,8.6,3.5,12.9,"Changed ""ATR Length"": 16 => 15.",15,6.9,1.5,398,true,true
5278,0.54,-17018,-1.7,-4168.5,-0.42,-12849.5,-1.28,33121.5,3.31,16762.5,1.68,16359,1.64,50139.5,5.01,20931,2.09,29208.5,2.92,0,0,0,230012.91,23,11477,1.16,26563.5,2.65,1,1,1,80,37,43,1,1,0,23,12,11,57,25,32,28.75,32.43,25.58,-212.72,-0.2,-112.66,-0.09,-298.83,-0.29,1440.07,1.4,1396.88,1.38,1487.18,1.42,879.64,0.84,837.24,0.79,912.77,0.88,1.637,1.668,1.629,5742,5742,3329.5,5.87,5.87,3.11,2429.5,2293,2429.5,2.26,2.16,2.26,81,89,74,147,139,156,55,65,46,-0.133,-0.195,0.661,0.801,0.56,0,0,0,13.9,3.4,18,"Changed all parameters randomly.",14,5.5,5,398,true,true
5722,0.58,-13881.5,-1.39,-2334,-0.23,-11547.5,-1.15,33508,3.35,19512.5,1.95,13995.5,1.4,47389.5,4.74,21846.5,2.18,25543,2.55,0,0,0,226415.48,22.64,10505.5,1.06,21997,2.19,1,1,1,72,37,35,1,1,0,22,11,11,50,26,24,30.56,29.73,31.43,-192.8,-0.18,-63.08,-0.05,-329.93,-0.33,1523.09,1.45,1773.86,1.71,1272.32,1.2,947.79,0.9,840.25,0.79,1064.29,1.03,1.607,2.111,1.195,5049.5,5049.5,3748.5,4.78,4.78,3.48,2523,2523,2282,2.38,2.38,2.27,86,89,82,162,173,151,52,54,51,-0.104,-0.157,0.707,0.893,0.548,0,0,0,2.8,3.8,7.4,"Changed ""Supertrend Factor"": 5.5 => 6.3.",14,6.3,5,398,true,true
5278,0.54,-18230,-1.82,-1984.5,-0.2,-16245.5,-1.62,36344,3.63,22036,2.2,14308,1.43,54574,5.46,24020.5,2.4,30553.5,3.06,0,0,0,228250.73,22.83,7610,0.77,23724.5,2.36,1,1,1,91,44,47,1,1,0,27,14,13,64,30,34,29.67,31.82,27.66,-200.33,-0.18,-45.1,-0.02,-345.65,-0.33,1346.07,1.31,1574,1.55,1100.62,1.05,852.72,0.81,800.68,0.76,898.63,0.86,1.579,1.966,1.225,5742,5742,3329.5,5.87,5.87,3.11,3154.5,1782,3154.5,2.96,1.73,2.96,73,78,68,126,121,133,50,58,43,-0.151,-0.225,0.666,0.917,0.468,0,0,0,6,3.6,10.5,"Changed all parameters randomly.",20,5,5,398,true,true
5252.5,0.53,-15392,-1.54,-630.5,-0.06,-14761.5,-1.48,36405.5,3.64,21744.5,2.17,14661,1.47,51797.5,5.18,22375,2.24,29422.5,2.94,0,0,0,230042.36,23,10312,1.04,24105.5,2.4,1,1,1,88,42,46,1,1,0,26,14,12,62,28,34,29.55,33.33,26.09,-174.91,-0.16,-15.01,0.01,-320.9,-0.31,1400.21,1.36,1553.18,1.53,1221.75,1.17,835.44,0.8,799.11,0.75,865.37,0.83,1.676,1.944,1.412,5742,5742,3329.5,5.87,5.87,3.11,3154.5,1807,3154.5,2.96,1.67,2.96,75,80,71,131,127,135,52,57,48,-0.119,-0.183,0.703,0.972,0.498,0,0,0,2.8,3.4,7.1,"Changed ""ATR Length"": 20 => 14.",14,5,5,398,true,true
5650.5,0.57,-13881.5,-1.39,-2334,-0.23,-11547.5,-1.15,33508,3.35,19512.5,1.95,13995.5,1.4,47389.5,4.74,21846.5,2.18,25543,2.55,0,0,0,225663.43,22.57,10505.5,1.06,21997,2.19,1,1,1,72,37,35,1,1,0,22,11,11,50,26,24,30.56,29.73,31.43,-192.8,-0.18,-63.08,-0.05,-329.93,-0.33,1523.09,1.45,1773.86,1.71,1272.32,1.2,947.79,0.9,840.25,0.79,1064.29,1.03,1.607,2.111,1.195,5049.5,5049.5,3748.5,4.78,4.78,3.48,2523,2523,2282,2.38,2.38,2.27,86,89,82,162,173,151,52,54,51,-0.105,-0.158,0.707,0.893,0.548,0,0,0,2.9,3.4,7,"Changed ""Supertrend Factor"": 5 => 6.3.",14,6.3,5,398,true,true
5219,0.53,-18347.5,-1.83,-2120,-0.21,-16227.5,-1.62,36658.5,3.67,22350.5,2.24,14308,1.43,55006,5.5,24470.5,2.45,30535.5,3.05,0,0,0,228969.15,22.9,7879.5,0.8,23881.5,2.38,1,1,1,94,46,48,1,1,0,27,14,13,67,32,35,28.72,30.43,27.08,-195.19,-0.18,-46.09,-0.02,-338.07,-0.33,1357.72,1.32,1596.46,1.57,1100.62,1.05,820.99,0.78,764.7,0.72,872.44,0.84,1.654,2.088,1.262,5742,5742,3329.5,5.87,5.87,3.11,3154.5,1782,3154.5,2.96,1.73,2.96,70,74,67,126,121,133,48,54,43,-0.154,-0.231,0.666,0.913,0.469,0,0,0,6,3.5,10.2,"Changed all parameters randomly.",20,4.9,5,398,true,true
7393,0.73,8299,0.83,10446,1.04,-2147,-0.21,38304,3.83,26302,2.63,12002,1.2,30005,3,15856,1.59,14149,1.41,0,0,0,220605.77,22.06,18584,1.83,8403,0.84,1,1,1,53,30,23,1,1,0,17,11,6,36,19,17,32.08,36.67,26.09,156.58,0.16,348.2,0.36,-93.35,-0.11,2253.18,2.17,2391.09,2.34,2000.33,1.86,833.47,0.8,834.53,0.79,832.29,0.8,2.703,2.865,2.403,6340.5,6340.5,4412,6.3,6.3,4.08,1868.5,1868.5,1479,1.79,1.79,1.42,93,102,80,176,172,184,53,62,44,0.092,0.221,1.277,1.659,0.848,0,0,0,8.6,3.5,12.9,"Changed all parameters randomly.",14,7.7,4,398,true,true
7887.5,0.77,22555.5,2.26,16987.5,1.7,5568,0.56,32202.5,3.22,21424.5,2.14,10778,1.08,9647,0.96,4437,0.44,5210,0.52,0,0,0,218061.25,21.81,32433,3.14,2656,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,537.04,0.53,772.16,0.78,278.4,0.25,2683.54,2.61,3060.64,3.05,2155.6,2,321.57,0.31,295.8,0.28,347.33,0.34,8.345,10.347,6.206,6622.5,6622.5,4811,6.88,6.88,4.43,600.5,412,600.5,0.62,0.39,0.62,61,60,63,143,129,163,29,28,29,0.212,1.247,3.338,4.829,2.069,0,0,0,8.6,3.5,12.9,"Changed ""Fixed Hard Stop Distance (points)"": 398 => 398.",16,6.9,1.5,398,true,true
7696.5,0.75,19860.5,1.99,16864,1.69,2996.5,0.3,34495,3.45,23686.5,2.37,10808.5,1.08,14634.5,1.46,6822.5,0.68,7812,0.78,0,0,0,218202.33,21.82,29583,2.88,3590.5,0.35,1,1,1,48,24,24,1,1,0,14,8,6,34,16,18,29.17,33.33,25,413.76,0.41,702.67,0.71,124.85,0.1,2463.93,2.4,2960.81,2.94,1801.42,1.67,430.43,0.41,426.41,0.4,434,0.42,5.724,6.944,4.151,6622.5,6622.5,4811,6.88,6.88,4.43,836.5,646,836.5,0.81,0.6,0.81,66,75,58,140,135,148,36,44,28,0.186,0.839,2.357,3.472,1.384,0,0,0,2.8,3.5,7.1,"Changed ""ATR Buffer Multiplier"": 1.5 => 2.",16,6.9,2,398,true,true
5839,0.59,-13176,-1.32,-72.5,-0.01,-13103.5,-1.31,28663,2.87,17049.5,1.7,11613.5,1.16,41839,4.18,17122,1.71,24717,2.47,0,0,0,222733.46,22.27,8035.5,0.8,19685,1.96,1,1,1,110,52,58,1,1,0,22,14,8,88,38,50,20,26.92,13.79,-119.78,-0.11,-1.39,0.01,-225.92,-0.22,1302.86,1.26,1217.82,1.19,1451.69,1.38,475.44,0.45,450.58,0.42,494.34,0.47,2.74,2.703,2.937,3748.5,3276.5,3748.5,3.48,3.3,3.48,1727,1727,1152,1.56,1.56,1.09,39,41,36,107,98,121,22,20,22,-0.121,-0.196,0.685,0.996,0.47,0,0,0,5.5,3.5,9.7,"Changed all parameters randomly.",15,4.3,2,398,true,true
5840,0.59,-12033.5,-1.2,1251.5,0.13,-13285,-1.33,28663,2.87,17049.5,1.7,11613.5,1.16,40696.5,4.07,15798,1.58,24898.5,2.49,0,0,0,222743.96,22.27,8115,0.81,18622,1.85,1,1,1,110,52,58,1,1,0,22,14,8,88,38,50,20,26.92,13.79,-109.4,-0.1,24.07,0.03,-229.05,-0.22,1302.86,1.26,1217.82,1.19,1451.69,1.38,462.46,0.44,415.74,0.39,497.97,0.48,2.817,2.929,2.915,3748.5,3276.5,3748.5,3.48,3.3,3.48,1152,975,1152,1.09,0.93,1.09,38,41,36,107,98,121,21,20,22,-0.11,-0.181,0.704,1.079,0.466,0,0,0,3.1,3.5,7.3,"Changed ""ATR Length"": 15 => 14.",14,4.3,2,398,true,true
7869,0.77,16683,1.67,13911.5,1.39,2771.5,0.28,32658.5,3.27,21880.5,2.19,10778,1.08,15975.5,1.6,7969,0.8,8006.5,0.8,0,0,0,217867.92,21.79,26747.5,2.61,4976.5,0.49,1,1,1,43,22,21,1,1,0,11,6,5,32,16,16,25.58,27.27,23.81,387.98,0.38,632.34,0.65,131.98,0.11,2968.95,2.89,3646.75,3.63,2155.6,2,499.23,0.48,498.06,0.47,500.41,0.48,5.947,7.322,4.308,6758,6758,4811,6.88,6.88,4.43,1362,1362,686,1.29,1.29,0.66,68,69,68,161,160,163,36,34,39,0.158,0.617,2.044,2.746,1.346,0,0,0,5.9,3.5,10.1,"Changed all parameters randomly.",19,7.3,2,398,true,true
7637.5,0.75,19860.5,1.99,16864,1.69,2996.5,0.3,34495,3.45,23686.5,2.37,10808.5,1.08,14634.5,1.46,6822.5,0.68,7812,0.78,0,0,0,217585.76,21.76,29583,2.88,3590.5,0.35,1,1,1,48,24,24,1,1,0,14,8,6,34,16,18,29.17,33.33,25,413.76,0.41,702.67,0.71,124.85,0.1,2463.93,2.4,2960.81,2.94,1801.42,1.67,430.43,0.41,426.41,0.4,434,0.42,5.724,6.944,4.151,6622.5,6622.5,4811,6.88,6.88,4.43,836.5,646,836.5,0.81,0.6,0.81,66,75,58,140,135,148,36,44,28,0.186,0.837,2.357,3.472,1.384,0,0,0,5.7,3.4,9.8,"Changed ""ATR Buffer Multiplier"": 1.5 => 2.",16,6.9,2,398,true,true
5529.5,0.56,-13834.5,-1.38,-1129.5,-0.11,-12705,-1.27,30205.5,3.02,17916,1.79,12289.5,1.23,44040,4.4,19045.5,1.9,24994.5,2.5,0,0,0,225500.4,22.55,7217.5,0.72,19432.5,1.93,1,1,1,118,58,60,1,1,0,25,16,9,93,42,51,21.19,27.59,15,-117.24,-0.11,-19.47,-0.01,-211.75,-0.2,1208.22,1.17,1119.75,1.09,1365.5,1.3,473.55,0.45,453.46,0.43,490.09,0.47,2.551,2.469,2.786,3748.5,3266.5,3748.5,3.48,3.29,3.48,1275,1217.5,1275,1.19,1.19,1.18,38,41,35,95,95,94,23,21,24,-0.128,-0.2,0.686,0.941,0.492,0,0,0,7,3.5,11.2,"Changed all parameters randomly.",17,4,2,398,true,true
5540.5,0.57,-21580,-2.16,-6488,-0.65,-15092,-1.51,27696,2.77,14601.5,1.46,13094.5,1.31,49276,4.93,21089.5,2.11,28186.5,2.82,0,0,0,222696.74,22.27,7973.5,0.81,28380,2.82,1,1,1,88,42,46,1,1,0,21,12,9,67,30,37,23.86,28.57,19.57,-245.23,-0.23,-154.48,-0.13,-328.09,-0.32,1318.86,1.27,1216.79,1.19,1454.94,1.39,735.46,0.7,702.98,0.66,761.8,0.73,1.793,1.731,1.91,4294.5,4294.5,3748.5,4.33,4.33,3.48,1680,1680,1647.5,1.52,1.52,1.52,57,57,57,137,136,139,32,26,37,-0.197,-0.275,0.562,0.692,0.465,0,0,0,8.3,4.3,13.4,"Changed all parameters randomly.",18,5.2,3,398,true,true
5557.5,0.56,-9543.5,-0.95,-605.5,-0.06,-8938,-0.89,32240,3.22,18328.5,1.83,13911.5,1.39,41783.5,4.18,18934,1.89,22849.5,2.28,0,0,0,222875.12,22.29,7513,0.75,16039,1.6,1,1,1,114,56,58,1,1,0,27,16,11,87,40,47,23.68,28.57,18.97,-83.71,-0.07,-10.81,0,-154.1,-0.15,1194.07,1.15,1145.53,1.12,1264.68,1.21,480.27,0.46,473.35,0.44,486.16,0.47,2.486,2.42,2.601,3748.5,3348,3748.5,3.48,3.37,3.48,1727,1727,1275,1.56,1.56,1.18,39,42,36,94,95,93,22,21,23,-0.081,-0.129,0.772,0.968,0.609,0,0,0,8.6,3.4,12.7,"Changed all parameters randomly.",20,4.1,2,398,true,true
5227.5,0.53,-19096,-1.91,-4474,-0.45,-14622,-1.46,35795,3.58,18713.5,1.87,17081.5,1.71,54891,5.49,23187.5,2.32,31703.5,3.17,0,0,0,225852.76,22.59,8380,0.83,25979,2.58,1,1,1,116,57,59,1,1,0,31,19,12,85,38,47,26.72,33.33,20.34,-164.62,-0.15,-78.49,-0.06,-247.83,-0.24,1154.68,1.12,984.92,0.96,1423.46,1.36,645.78,0.61,610.2,0.58,674.54,0.64,1.788,1.614,2.11,3736.5,3736.5,3329.5,3.78,3.78,3.11,2057,1526.5,2057,1.92,1.44,1.92,50,54,46,98,94,106,32,34,31,-0.169,-0.229,0.652,0.807,0.539,0,0,0,3.2,4.1,9,"Changed ""ATR Buffer Multiplier"": 2 => 3.",20,4.1,3,398,true,true
5842,0.59,-16835.5,-1.68,-5021,-0.5,-11814.5,-1.18,24344.5,2.43,12831.5,1.28,11513,1.15,41180,4.12,17852.5,1.79,23327.5,2.33,0,0,0,222764.94,22.28,10935.5,1.1,23669.5,2.36,1,1,1,75,36,39,1,1,0,18,11,7,57,25,32,24,30.56,17.95,-224.47,-0.21,-139.47,-0.12,-302.94,-0.29,1352.47,1.31,1166.5,1.13,1644.71,1.58,722.46,0.69,714.1,0.67,728.98,0.7,1.872,1.634,2.256,4294.5,4294.5,2853,4.33,4.33,2.75,1727,1727,1445.5,1.61,1.61,1.38,63,68,57,148,144,153,36,35,36,-0.148,-0.22,0.591,0.719,0.494,0,0,0,5.8,3.7,11.7,"Changed all parameters randomly.",15,5.5,3,398,true,true
5763,0.58,-10902.5,-1.09,-4174.5,-0.42,-6728,-0.67,17683,1.77,9209.5,0.92,8473.5,0.85,28585.5,2.86,13384,1.34,15201.5,1.52,0,0,0,221652.01,22.17,9704,0.97,18524,1.84,1,1,1,72,34,38,1,1,0,15,8,7,57,26,31,20.83,23.53,18.42,-151.42,-0.14,-122.78,-0.11,-177.05,-0.17,1178.87,1.15,1151.19,1.12,1210.5,1.18,501.5,0.48,514.77,0.49,490.37,0.47,2.351,2.236,2.469,4429.5,4429.5,2951.5,4.47,4.47,2.84,1410.5,1410.5,887.5,1.28,1.28,0.85,50,55,45,136,139,132,27,29,26,-0.105,-0.182,0.619,0.688,0.557,0,0,0,3.1,3.6,7.4,"Changed ""ATR Buffer Multiplier"": 3 => 2.",15,5.5,2,398,true,true
0,0,-5143.5,-0.51,3172,0.32,-8315.5,-0.83,18407.5,1.84,14277.5,1.43,4130,0.41,23551,2.36,11105.5,1.11,12445.5,1.24,0,0,0,217857.47,21.79,8156,0.81,13602,1.35,1,1,1,56,28,28,0,0,0,10,6,4,46,22,24,17.86,21.43,14.29,-91.85,-0.08,113.29,0.12,-296.98,-0.29,1840.75,1.77,2379.58,2.31,1032.5,0.96,511.98,0.49,504.8,0.47,518.56,0.5,3.595,4.714,1.991,6245.5,6245.5,2478.5,5.97,5.97,2.26,1287.5,1287.5,887.5,1.17,1.17,0.85,51,63,39,144,157,125,30,37,24,-0.123,-0.234,0.782,1.286,0.332,0,0,0,4.6,3.5,9,"Changed ""Supertrend Factor"": 5.5 => 6.4.",15,6.4,2,398,true,true
0,0,-16610,-1.66,-8439,-0.84,-8171,-0.82,6778,0.68,2455,0.25,4323,0.43,23388,2.34,10894,1.09,12494,1.25,0,0,0,220521.98,22.05,5796.5,0.59,17032,1.7,1,1,1,66,32,34,0,0,0,10,4,6,56,28,28,15.15,12.5,17.65,-251.67,-0.24,-263.72,-0.25,-240.32,-0.23,677.8,0.65,613.75,0.59,720.5,0.69,417.64,0.4,389.07,0.37,446.21,0.43,1.623,1.577,1.615,3007,2074.5,3007,2.89,2.02,2.89,1287.5,1287.5,862.5,1.17,1.17,0.82,35,38,32,108,103,112,22,28,15,-0.44,-0.504,0.29,0.225,0.346,0,0,0,8.4,3.4,12.5,"Changed ""Supertrend Factor"": 6.9 => 5.5.",16,5.5,1.5,398,true,true
0,0,13968.5,1.4,12899.5,1.29,1069,0.11,26505.5,2.65,19709.5,1.97,6796,0.68,12537,1.25,6810,0.68,5727,0.57,0,0,0,217815.67,21.78,16439,1.62,5414.5,0.54,1,1,1,47,26,21,0,0,0,12,8,4,35,18,17,25.53,30.77,19.05,297.2,0.29,496.13,0.5,50.9,0.04,2208.79,2.14,2463.69,2.41,1699,1.58,358.2,0.34,378.33,0.36,336.88,0.33,6.166,6.512,5.043,6591.5,6591.5,4889,6.33,6.33,4.5,805.5,805.5,600.5,0.75,0.75,0.62,55,64,44,129,129,131,29,36,23,0.107,0.403,2.114,2.894,1.187,0,0,0,2.9,3.5,7.1,"Changed ""Supertrend Factor"": 5.5 => 6.7.",16,6.7,1.5,398,true,true
5215,0.53,-16455.5,-1.65,-4376.5,-0.44,-12079,-1.21,33173.5,3.32,15875.5,1.59,17298,1.73,49629,4.96,20252,2.03,29377,2.94,0,0,0,227587.07,22.76,9180,0.93,23793.5,2.37,1,1,1,77,36,41,1,1,0,24,12,12,53,24,29,31.17,33.33,29.27,-213.71,-0.2,-121.57,-0.1,-294.61,-0.29,1382.23,1.34,1322.96,1.3,1441.5,1.37,936.4,0.89,843.83,0.8,1013,0.98,1.476,1.568,1.423,5742,5742,3329.5,5.87,5.87,3.11,2429.5,2293,2429.5,2.26,2.16,2.26,84,89,79,150,141,159,54,63,45,-0.133,-0.194,0.668,0.784,0.589,0,0,0,10,3.4,14.2,"Changed all parameters randomly.",17,5.6,5,398,true,true
5657.5,0.57,899,0.09,8907.5,0.89,-8008.5,-0.8,41013,4.1,29248.5,2.92,11764.5,1.18,40114,4.01,20341,2.03,19773,1.98,0,0,0,225737.06,22.57,14615,1.45,16376.5,1.62,1,1,1,62,34,28,1,1,0,22,12,10,40,22,18,35.48,35.29,35.71,14.5,0.03,261.99,0.28,-286.02,-0.28,1864.23,1.81,2437.38,2.4,1176.45,1.11,1002.85,0.95,924.59,0.87,1098.5,1.05,1.859,2.636,1.071,6340.5,6340.5,2484,6.3,6.3,2.3,2095.5,1925.5,2095.5,2.05,1.83,2.05,98,104,91,168,178,157,59,63,55,0.021,0.038,1.022,1.438,0.595,0,0,0,3.1,3.5,7.3,"Changed ""Supertrend Factor"": 5.6 => 6.7.",17,6.7,5,398,true,true
4759.5,0.49,-26125.5,-2.61,-6563.5,-0.66,-19562,-1.96,42318,4.23,24589,2.46,17729,1.77,68443.5,6.84,31152.5,3.12,37291,3.73,0,0,0,229055.87,22.91,8311,0.82,33263,3.31,1,1,1,117,58,59,1,1,0,32,18,14,85,40,45,27.35,31.03,23.73,-223.29,-0.2,-113.16,-0.09,-331.56,-0.32,1322.44,1.28,1366.06,1.34,1266.36,1.21,805.22,0.76,778.81,0.73,828.69,0.79,1.642,1.754,1.528,4795.5,4795.5,3746.5,4.9,4.9,3.48,2782,1857.5,2782,2.61,1.73,2.61,57,60,54,103,102,104,40,42,38,-0.19,-0.243,0.618,0.789,0.475,0,0,0,5.5,3.6,10.1,"Changed all parameters randomly.",19,4.2,5,398,true,true
5617,0.57,-10814.5,-1.08,-5209.5,-0.52,-5605,-0.56,14840.5,1.48,7074.5,0.71,7766,0.78,25655,2.57,12284,1.23,13371,1.34,0,0,0,219610.78,21.96,9791,0.98,14020.5,1.4,1,1,1,63,31,32,1,1,0,9,3,6,54,28,26,14.29,9.68,18.75,-171.66,-0.17,-168.05,-0.16,-175.16,-0.18,1648.94,1.55,2358.17,2.23,1294.33,1.22,475.09,0.46,438.71,0.42,514.27,0.5,3.471,5.375,2.517,2726.5,2577,2726.5,2.62,2.42,2.62,879,842.5,879,0.85,0.79,0.85,49,53,44,165,199,148,29,37,21,-0.118,-0.209,0.578,0.576,0.581,0,0,0,8.5,3.4,12.7,"Changed all parameters randomly.",14,5.9,2,398,true,true
5622,0.57,-11341,-1.13,-4624,-0.46,-6717,-0.67,14276.5,1.43,7163,0.72,7113.5,0.71,25617.5,2.56,11787,1.18,13830.5,1.38,0,0,0,219663.15,21.97,9092,0.91,14060.5,1.41,1,1,1,63,31,32,1,1,0,10,4,6,53,27,26,15.87,12.9,18.75,-180.02,-0.18,-149.16,-0.15,-209.91,-0.21,1427.65,1.35,1790.75,1.69,1185.58,1.12,483.35,0.47,436.56,0.42,531.94,0.51,2.954,4.102,2.229,2726.5,2577,2726.5,2.62,2.42,2.62,991,842.5,991,0.96,0.79,0.96,48,55,42,152,181,133,29,36,21,-0.127,-0.221,0.557,0.608,0.514,0,0,0,3.1,4.5,8.3,"Changed ""ATR Length"": 14 => 15.",15,5.9,2,398,true,true
0,0,-18494.5,-1.85,-7859,-0.79,-10635.5,-1.06,9177.5,0.92,4085.5,0.41,5092,0.51,27672,2.77,11944.5,1.19,15727.5,1.57,0,0,0,219909.28,21.99,4392,0.44,18496.5,1.85,1,1,1,66,31,35,0,0,0,11,6,5,55,25,30,16.67,19.35,14.29,-280.22,-0.27,-253.52,-0.24,-303.87,-0.3,834.32,0.79,680.92,0.66,1018.4,0.95,503.13,0.48,477.78,0.45,524.25,0.5,1.658,1.425,1.943,2242.5,2074.5,2242.5,2.05,2.02,2.05,1287.5,1287.5,991,1.17,1.17,0.96,46,57,36,140,136,145,27,38,18,-0.491,-0.511,0.332,0.342,0.324,0,0,0,2.9,3.4,7.1,"Changed ""ATR Length"": 15 => 20.",20,5.9,2,398,true,true
5216.5,0.53,-20126.5,-2.01,-6442,-0.64,-13684.5,-1.37,31847.5,3.18,14943,1.49,16904.5,1.69,51974,5.2,21385,2.14,30589,3.06,0,0,0,225737.06,22.57,7558.5,0.77,24263,2.42,1,1,1,76,36,40,1,1,0,23,11,12,53,25,28,30.26,30.56,30,-264.82,-0.25,-178.94,-0.15,-342.11,-0.33,1384.67,1.34,1358.45,1.33,1408.71,1.34,980.64,0.94,855.4,0.81,1092.46,1.05,1.412,1.588,1.289,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,2293,2429.5,2.27,2.16,2.27,84,92,76,155,153,157,52,65,41,-0.182,-0.252,0.613,0.699,0.553,0,0,0,3.1,3.5,7.4,"Changed ""ATR Buffer Multiplier"": 2 => 5.",20,5.9,5,398,true,true
5649.5,0.57,-16263.5,-1.63,-4435.5,-0.44,-11828,-1.18,33733.5,3.37,16669.5,1.67,17064,1.71,49997,5,21105,2.11,28892,2.89,0,0,0,227518.6,22.75,10384.5,1.05,23461,2.34,1,1,1,75,36,39,1,1,0,22,10,12,53,26,27,29.33,27.78,30.77,-216.85,-0.2,-123.21,-0.1,-303.28,-0.3,1533.34,1.48,1666.95,1.62,1422,1.35,943.34,0.9,811.73,0.77,1070.07,1.03,1.625,2.054,1.329,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,2293,2429.5,2.27,2.16,2.27,85,93,77,162,169,156,53,64,42,-0.136,-0.199,0.675,0.79,0.591,0,0,0,5.8,3.9,10.5,"Changed all parameters randomly.",18,6,5,398,true,true
5655,0.57,-15874,-1.59,-2452,-0.25,-13422,-1.34,32602.5,3.26,17770,1.78,14832.5,1.48,48476.5,4.85,20222,2.02,28254.5,2.83,0,0,0,225710.76,22.57,11799,1.19,24652.5,2.46,1,1,1,74,36,38,1,1,0,20,11,9,54,25,29,27.03,30.56,23.68,-214.51,-0.2,-68.11,-0.05,-353.21,-0.35,1630.13,1.57,1615.45,1.57,1648.06,1.57,897.71,0.86,808.88,0.76,974.29,0.94,1.816,1.997,1.692,4294.5,4294.5,3748.5,4.33,4.33,3.48,1797.5,1695.5,1797.5,1.75,1.61,1.75,76,82,70,156,151,162,46,52,42,-0.134,-0.196,0.673,0.879,0.525,0,0,0,3,3.5,7.4,"Changed ""ATR Buffer Multiplier"": 5 => 4.",18,6,4,398,true,true
